Zin;Context;Vertaling NGT/opmerking;Bijbehorende uitleg/grammatica;Naam;;
Moet ik je helpen of kun je het zelf?;spelen;;;Diego;;
Naast de knutseldoos staat een boekje.;spelen;;;Diego;;
Nee, die had Jona, nu even niet afpakken.;spelen;;;Diego;;
Nee, we gaan nu niet meer spelen.;spelen;;;Diego;;
Niet afpakken;spelen;;;Diego;;
Niet gooien.;spelen;;;Diego;;
Niet in je mond stoppen.;spelen;;;Diego;;
Niet met de bal binnen spelen.;spelen;;;Diego;;
Niet te hoog klimmen. ;spelen;;;Diego;;
Nog 5 minuutjes.;spelen;;;Tobias;;
Nog één keer glijden, dan gaan we naar huis.;spelen;;;Tobias;;
om de beurt.;spelen;;;Tobias;;
Pak je knuffel anders maar eventjes;spelen;;;Tobias;;
Pas op, niet te hoog klimmen.;spelen;;;Tobias;;
Past dit (puzzel)stukje misschien?;spelen;;;Tobias;;
Probeer dit (puzzel)stukje hier.;Spelen;;;Tobias;;
Samen delen.;Spelen;;;Tobias;;
Samen spelen met je broer;spelen;;;Tobias;;
vandaag kunnen we niet spelen, want je hebt voetbal.;spelen;;;Tobias;;
Waar ga je heen rijden?;spelen;;;Tobias;;
Waar is de mol?;spelen;;;Tobias;;
Waar is Jona nou?;spelen;;;Tobias;;
Waar wil je buiten spelen?;spelen;;;Tobias;;
Waar wil je mee spelen?;spelen;;;Tobias;;
Waar zijn de autootjes?;spelen;;;Tobias;;
Wat ben je hoog geklommen zeg!;spelen;;;Tobias;;
We blijven in de speeltuin.;spelen;;;Tobias;;
We gaan bijna op de trampoline.;spelen;;;Tobias;;
We gaan buiten achter het huis spelen.;spelen;;;Tobias;;
We gaan lekker in de regen spelen;spelen;;;Tobias;;
We gaan met Casper spelen.;spelen;;;Tobias;;
We gaan naar de grote speeltuin.;spelen;;;Tobias;;
We gaan naar het speeltuintje.;spelen;;;Tobias;;
We gaan nog een liedje zingen.;spelen;;;Tobias;;
We gaan op de glijbaan.;spelen;;;Tobias;;
We gaan op de skelter.;spelen;;;Tobias;;
We gaan schommelen.;spelen;;;Tobias;;
we gaan spelen met de bal.;spelen;;;Tobias;;
we kunnen een dam maken en dan kunnen we misschien water erin doen.;spelen;;;Tobias;;
we kunnen heel even niet buiten spelen.;spelen;;;Tobias;;
Wie is nu jouw favoriete knuffel?;spelen;;;Tobias;;
Wie woont er in dat paleis?;spelen;;;Tobias;;
Wij gaan nog niet naar buiten.;spelen;;;Tobias;;
Wil je buiten fietsen?;Spelen;;;Manouk;;
Wil je daar een toren bouwen of wil je hier de toren bouwen?;spelen;;;Manouk;;
Wil je een puzzel maken?;spelen;;;Manouk;;
Wil je in de zandbak spelen?;spelen;;;Manouk;;
Wil je je kleurboek, je doe-boek of een leesboekje mee?;spelen;;;Manouk;;
Wil je met de duplo spelen? ;spelen;;;Manouk;;
Wil je met de pop spelen?;spelen;;;Manouk;;
Wil je oefenen op de fiets of wil je liever op de step?;spelen;;;Manouk;;
Wil je samen met je broer schommelen?;spelen;;;Manouk;;
Wil je van de glijbaan?;spelen;;;Manouk;;
Wow, je hebt een heel hoge toren gemaakt.;spelen;;;Manouk;;
Zal ik de schommel duwen?;spelen;;;Manouk;;
Zal ik de treinbaan pakken? ;spelen;;;Manouk;;
Zal mama meegaan?;spelen;;;Manouk;;
Zeg maar stop, hou op;spelen;;;Manouk;;
Zet de tablet uit.;spelen;;;Manouk;;
Zet het (speelgoed)autootje maar voor de doos. ;Spelen;;;Manouk;;
Zullen we de speelmat pakken?;spelen;;;Manouk;;
Zullen we een dinosaurus kleien?;spelen;;;Manouk;;
Zullen we een hele diepe tunnel graven?;spelen;;;Manouk;;
Zullen we een herfsttafel gaan maken?;spelen;;;Manouk;;
Zullen we een tasje meenemen, dan kunnen we mooie bladeren verzamelen.;spelen;;;Manouk;;
Zullen we eerst even binnen spelen?;spelen;;;Manouk;;
Zullen we eerst even een stukje lopen en daarna spelen?;spelen;;;Manouk;;
Zullen we eikels verzamelen?;spelen;;;Manouk;;
Zullen we gaan voetballen?;spelen;;;Manouk;;
Zullen we gaan vouwen?;spelen;;;Manouk;;
Zullen we je step pakken?;spelen;;;Manouk;;
Zullen we kastanjes zoeken?;spelen;;;Manouk;;
Zullen we kijken of je vriendjes thuis zijn?;spelen;;;Manouk;;
Zullen we met de bal gooien?;spelen;;;Manouk;;
Zullen we puzzelen ?;spelen;;;Manouk;;
Zullen we samen van deze hoge glijbaan afgaan?;spelen;;;Manouk;;
Zullen we vouwpapier meenemen?;spelen;;;Manouk;;
Bijna bij de finish!;spelen;;;Manouk;;
Deze had je al eerder gezien! (memory);Spelletje;;;Henrianne;;
Die hadden we net gezien. (memory);Spelletje;;;Henrianne;;
Draai maar een kaartje om.;spelletje;;;Henrianne;;
Even wachten, ik ben nog niet klaar.;Spelletje;;;Henrianne;;
Genoeg blijven oefenen, dan ben je straks zeker beter.;Spelletje;;;Henrianne;;
Goed onthouden!;Spelletje;;;Henrianne;;
Gooi de dobbelsteen maar.;Spelletje;;;Henrianne;;
Heb je een paar gevonden?;Spelletje;;;Henrianne;;
Heb je stiekem geoefend?;Spelletje;;;Henrianne;;
Heb jij een kaart voor mij?;Spelletje;;;Henrianne;;
Het is jouw beurt (situatie: spelletje);Spelletje;;;Henrianne;;
Het maakt niet uit, we spelen voor de lol!;Spelletje;;;Diego;;
Het spelletje was leuk, toch?;Spelletje;;;Diego;;
Het was wel echt een leuk spel.;spelletje;;;Diego;;
Hoeveel kaarten heb je nog?;Spelletje;;;Diego;;
Hoeveel stappen moet je zetten met je pion?;spelletje;;;Diego;;
Ja, die plaatjes zijn hetzelfde.;spelletje;;;Diego;;
Je hebt alweer gewonnen!;spelletje;;;Diego;;
Je hebt een kwartet!;spelletje;;;Diego;;
Je hebt een zes gegooid, je mag beginnen!;Spelletje;;;Diego;;
Je mag nog een keer gooien!;Spelletje;;;Diego;;
Jemig je wordt steeds beter, straks kan ik je niet meer bijhouden.;Spelletje;;;Diego;;
Kijk goed naar de plaatjes. (memory);Spelletje;;;Tobias;;
Kijk goed naar je kaarten.;Spelletje;;;Tobias;;
Nee, die kaart heb ik niet.;Spelletje;;;Tobias;;
Nee, we gaan zo meteen pas een spelletje doen. ;Spelletje;;;Tobias;;
Nog één keer proberen.;spelletje;;;Tobias;;
Nu is mama aan de beurt.;Spelletje;;;Tobias;;
Nu mag jij.;spelletje;;;Tobias;;
Oeps, je moet terug naar start!;spelletje;;;Tobias;;
Pak maar twee kaarten van de stapel.;Spelletje;;;Tobias;;
Volgende keer beter.;spelletje;;;Tobias;;
Volgens mij was ik aan de beurt.;spelletje;;;Tobias;;
Vraag maar een kaart aan papa.;spelletje;;;Manouk;;
Wacht op je beurt.;Spelletje;;;Manouk;;
Wat een geluk!;spelletje;;;Manouk;;
Weet jij nog waar deze ligt? (tijdens memory);spelletje;;;Manouk;;
Welk kwartet verzamel jij?;Spelletje;;;Manouk;;
Wie is er aan de beurt?;Spelletje;;;Manouk;;
Wie mag er beginnen?;spelletje;;;Manouk;;
Wil je het nog een keer proberen?;spelletje;;;Manouk;;
Yes, we hebben gewonnen!;spelletje;;;Manouk;;
Zet je pion vooruit.;spelletje;;;Manouk;;
De tandarts gaat even kijken of we goed aan het poetsen zijn.;Spelletje;;;Manouk;;
De tandarts gaat je tandjes tellen.;Tandarts;;;Henrianne;;
de tandarts gaat naar je tanden kijken.;tandarts;;;Henrianne;;
Even kijken of je tanden goed schoon zijn.;tandarts;;;Diego;;
Je mag in de spiegel meekijken bij de tandarts.;tandarts;;;Diego;;
Je mag samen met mama in de tandartsstoel.;tandarts;;;Tobias;;
Je moet je mondje goed open doen.;tandarts;;;Tobias;;
Mama zal het voordoen.;tandarts;;;Manouk;;
Alle tanden 5 seconden poetsen.;tandarts;;;Manouk;;
binnenkant, buitenkant, bovenkant, binnenkant, buitenkant, onderkant. (situatie: tijdens tanden poetsen);Tanden poetsen;;;Henrianne;;
ga je tanden even poetsen.;Tanden poetsen;;;Henrianne;;
Goed gedaan, ik poets nog even na.;Tanden poetsen;;;Henrianne;;
Heb je alle tanden gepoetst? Ben je ook achterin geweest?;Tanden poetsen;;;Henrianne;;
Heb je je tanden al gepoetst?;tanden poetsen;;;Henrianne;;
ik zie nog iets tussen je tanden zitten.;tanden poetsen;;;Henrianne;;
Leg je tandenborstel maar klaar, ga ik je tanden even poetsen.;tanden poetsen;;;Diego;;
Mag ik nog even kijken of je goed gepoetst hebt?;tanden poetsen;;;Diego;;
moet ik je helpen met tandenpoetsen?;tanden poetsen;;;Diego;;
niet te kort poetsen.;tanden poetsen;;;Diego;;
probeer even alle tandjes, boven en onder, te poetsen.;tanden poetsen;;;Diego;;
tanden poetsen en naar bed;tanden poetsen;;;Diego;;
We gaan tandenpoetsen.;tanden poetsen;;;Tobias;;
De tandjes moeten goed schoon worden, anders wordt de tandarts boos.;tanden poetsen;;;Tobias;;
goed zo, we zijn bijna klaar.;tandenpoetsen;;;Tobias;;
hier is een bekertje water. ;tandenpoetsen;;;Tobias;;
hoofd draaien.;tandenpoetsen;;;Tobias;;
Je mag het uitspugen.;tandenpoetsen;;;Tobias;;
Je mag zelf tandenpoetsen.;tandenpoetsen;;;Manouk;;
nu de bovenkant poetsen ;tandenpoetsen;;;Manouk;;
nu de onderkant poetsen;tandenpoetsen;;;Manouk;;
Spoel je mond maar.;tandenpoetsen;;;Manouk;;
Zeg eens aaa.;tandenpoetsen;;;Manouk;;
Hang je jas op de kapstok.;tandenpoetsen;;;Manouk;;
Kom maar, doe ik je schoenen even uit;thuiskomen (uit school);;;Henrianne;;
Leg je schoenen maar even in de gang.;thuiskomen (uit school);;;Diego;;
Trek je jas maar uit.;thuiskomen (uit school);;;Tobias;;
We ruimen de jas even op.;thuiskomen (uit school);;;Tobias;;
Jas ophangen.;thuiskomen (uit school);;;Manouk;;
als deze is afgelopen, zet je de tv dan uit?;thuiskomen uit school;;;Manouk;;
als dit filmpje is afgelopen, dan gaan we eten;TV kijken;;;Henrianne;;
Als ik ga koken, mag je een filmpje kijken.;TV kijken;;;Henrianne;;
Ga lekker zitten, dan zet ik de tv aan.;TV kijken;;;Henrianne;;
Nee, we gaan nu nog niet tv kijken.;TV kijken;;;Diego;;
Nog één aflevering.;tv kijken;;;Diego;;
Wat wil je kijken op tv?;tv kijken;;;Diego;;
we gaan iets kijken op tv.;tv kijken;;;Tobias;;
we kunnen niet alles doorspoelen ;tv kijken;;;Tobias;;
Wil je een filmpje kijken?;tv kijken;;;Manouk;;
De schoenen uit in de gang.;tv kijken;;;Manouk;;
Doe je kleren maar in de wasmand.;Uitkleden;;;Henrianne;;
Even alles uitkleden en bij de was leggen.;uitkleden;;;Henrianne;;
Gaan we je kleertjes uitdoen?;Uitkleden;;;Diego;;
hang je kleren maar netjes op.;uitkleden;;;Diego;;
Kom maar, dan gaan we je kleertjes uittrekken.;Uitkleden;;;Tobias;;
wil je je schoenen niet uit?;uitkleden;;;Tobias;;
Zet je schoenen even netjes neer.;uitkleden;;;Tobias;;
Zullen we je shirt uitdoen?;uitkleden;;;Manouk;;
Je mag lekker in het zand spelen.;uitkleden;;;Manouk;;
Kijk, een vliegtuig in de lucht.;vakantie;;;Henrianne;;
Morgen gaan we op vakantie.;vakantie;;;Henrianne;;
Over twee weken gaan we op vakantie.;vakantie;;;Henrianne;;
We blijven een nachtje op de camping slapen.;vakantie;;;Diego;;
We blijven twee nachtjes in het hotel slapen.;vakantie;;;Diego;;
We gaan lekker naar het strand.;vakantie;;;Diego;;
We gaan met het vliegtuig.;vakantie;;;Tobias;;
We gaan met z'n allen op pad.;vakantie;;;Tobias;;
We gaan naar een vakantiehuisje.;vakantie;;;Tobias;;
We gaan naar Frankrijk.;vakantie;;;Tobias;;
We gaan naar Schiphol.;vakantie;;;Manouk;;
We gaan op vakantie met de boot.;vakantie;;;Manouk;;
We stoppen je spulletjes in de koffer.;vakantie;;;Manouk;;
Als je jarig bent, mag je een traktatie uitdelen.;vakantie;;;Manouk;;
Als je jarig bent, mag je op de stoel staan.;verjaardag;;;Henrianne;;
Als mensen vragen wat je voor je verjaardag wilt, kun je je verlanglijstje laten zien.;verjaardag;;;Henrianne;;
De cadeautjes mag je morgen pas uitpakken.;Verjaardag;;;Henrianne;;
Geef het cadeautje maar.;verjaardag;;;Henrianne;;
Geef maar een handje.;verjaardag;;;Henrianne;;
Gefeliciteerd! Je bent weer een jaar ouder!;verjaardag;;;Henrianne;;
Heb je een mooie feestmuts?;Verjaardag;;;Henrianne;;
Het bezoek komt straks.;verjaardag;;;Henrianne;;
Het huis is mooi versierd.;verjaardag;;;Henrianne;;
Het is feest vandaag.;verjaardag;;;Henrianne;;
Hoeveel jaar ben je?;verjaardag;;;Henrianne;;
Je bent bijna jarig.;verjaardag;;;Henrianne;;
Je kan alles vragen, maar je krijgt waarschijnlijk niet alles.;Verjaardag;;;Henrianne;;
je krijgt een feestmuts.;Verjaardag;;;Henrianne;;
Je mag de kaarsjes uitblazen op de taart.;verjaardag;;;Henrianne;;
Je tante komt ook naar het feestje.;verjaardag;;;Diego;;
Kan je het cadeautje zelf uitpakken?;verjaardag;;;Diego;;
Kijk, daar hangen mooie ballonnen.;verjaardag;;;Diego;;
Kijk, daar hangen mooie slingers.;verjaardag;;;Diego;;
Nee, je krijgt geen chocoladetaart.;verjaardag;;;Diego;;
Nog drie nachtjes en dan ben je jarig.;verjaardag;;;Diego;;
Nog drie nachtjes slapen.;verjaardag;;;Diego;;
Nog vier dagen tot je verjaardag.;verjaardag;;;Diego;;
Nu ben je drie jaar!;verjaardag;;;Diego;;
Oma is er ook.;verjaardag;;;Diego;;
Oma is jarig.;verjaardag;;;Diego;;
Op je verjaardag krijg je cadeautjes.;verjaardag;;;Diego;;
Opa komt straks ook.;verjaardag;;;Diego;;
Pak je kadootje maar uit.;verjaardag;;;Diego;;
Trek al je kleren maar weer aan.;verjaardag;;;Diego;;
Wat denk je dat oma leuk zou vinden om te krijgen (als cadeautje)?;verjaardag;;;Tobias;;
Wat een mooie muts!;verjaardag;;;Tobias;;
Wat gaan we oma geven?;verjaardag;;;Tobias;;
Wat voor feestje wil je dit jaar geven?;verjaardag;;;Tobias;;
Wat voor taart wil je dit jaar?;verjaardag;;;Tobias;;
Wat wil je als ontbijt op je verjaardag?;verjaardag;;;Tobias;;
Wat wil je eten op je verjaardag?;verjaardag;;;Tobias;;
Wat wil je uitdelen op school?;verjaardag;;;Tobias;;
Wat wil je voor cadeautjes hebben?;verjaardag;;;Tobias;;
Wat zeggen we dan? Gefeliciteerd.;Verjaardag;;;Tobias;;
Wat zou je willen hebben voor je verjaardag?;verjaardag;;;Tobias;;
Wat zullen we als cadeautje geven?;verjaardag;;;Tobias;;
We gaan een cadeautje inpakken.;verjaardag;;;Tobias;;
We gaan een feestje vieren.;verjaardag;;;Tobias;;
We gaan trakteren bij Groep Vis.;verjaardag;;;Manouk;;
We gaan zo naar een verjaardag.;verjaardag;;;Manouk;;
We hebben ballonnen.;verjaardag;;;Manouk;;
We kunnen op een lijstje schrijven welke cadeautjes je wil hebben, je verlanglijstje. ;verjaardag;;;Manouk;;
Wie wil je uitnodigen voor je feestje?;Verjaardag;;;Manouk;;
Wil je helpen met het cadeautje uitpakken, want je broertje kan dat nog niet.;verjaardag;;;Manouk;;
wil je nog even wachten?;verjaardag;;;Manouk;;
Wil je samen het cadeautje uitpakken?;verjaardag;;;Manouk;;
Wil je taart?;verjaardag;;;Manouk;;
Zullen we de kaarsjes uitblazen?;verjaardag;;;Manouk;;
zullen we iets moois maken voor opa?;verjaardag;;;Manouk;;
Zullen we kijken wat voor traktaties we gaan maken dit jaar?;verjaardag;;;Manouk;;
Zullen we Lang zal ze leven zingen?;verjaardag;;;Manouk;;
Daar komt de trein aan.;verjaardag;;;Manouk;;
Die persoon komt even de kaartjes controleren.;verkeer;;;Henrianne;;
Echt goed kijken voordat je oversteekt.;verkeer;;;Henrianne;;
goed uitkijken of er geen auto's rijden, want je kunt ze niet altijd horen!;Verkeer;;;Henrianne;;
Ik doe even je gordel vast.;Verkeer;;;Henrianne;;
ik zet je even op de fiets.;verkeer;;;Henrianne;;
Kijk, daar is de conducteur.;verkeer;;;Henrianne;;
Kijk, een bus.;verkeer;;;Henrianne;;
Kijk, een vrachtwagen. ;verkeer;;;Henrianne;;
Kom je bij mama op schoot zitten in de trein?;verkeer;;;Henrianne;;
kom maar in je stoeltje zitten.;verkeer;;;Henrianne;;
Kom maar, klim er maar op.;verkeer;;;Diego;;
Komt er een fiets of auto aan? Heb je echt goed gekeken?;verkeer;;;Diego;;
Kunnen we oversteken?;verkeer;;;Diego;;
Let op de fietsers!;verkeer;;;Diego;;
Links, rechts, links kijken.;verkeer;;;Diego;;
Loop maar tot het volgende stoplicht.;verkeer;;;Diego;;
Mogen de raampjes open?;verkeer;;;Diego;;
Niet zelf je gordel losmaken.;verkeer;;;Diego;;
Rustig lopen bij het oversteken.;verkeer;;;Diego;;
Stoppen bij de stoep.;verkeer;;;Diego;;
Waar gaat de trein heen?;verkeer;;;Tobias;;
Wacht even bij het stoplicht.;Verkeer;;;Tobias;;
We gaan allemaal in de lift.;verkeer;;;Tobias;;
We gaan de roltrap op.;verkeer;;;Tobias;;
We gaan eerst met de sprinter, dan met de intercity, dan met de metro en dan met de tram.;verkeer;;;Tobias;;
We gaan je helm opzetten.;verkeer;;;Tobias;;
We gaan met de auto.;verkeer;;;Tobias;;
We gaan met de fiets.;verkeer;;;Tobias;;
We gaan met de lift naar beneden.;verkeer;;;Tobias;;
We gaan met de trein;verkeer;;;Tobias;;
We gaan nu naar het station.;verkeer;;;Manouk;;
We gaan nu op de snelweg rijden.;verkeer;;;Manouk;;
We moeten even inchecken.;verkeer;;;Manouk;;
We moeten naar spoor 7.;verkeer;;;Manouk;;
We moeten uitchecken.;verkeer;;;Manouk;;
Wil je boven of beneden zitten?;verkeer;;;Manouk;;
Wil je helpen met inchecken?;verkeer;;;Manouk;;
wil je met je fiets of wil je lopen?;verkeer;;;Manouk;;
Zit je lekker?;verkeer;;;Manouk;;
Dat is een boekje.;verkeer;;;Manouk;;
Ga jij een boekje halen?;Voorlezen;;;Henrianne;;
Hoe langer jij treuzelt, hoe minder tijd we voor een boekje hebben.;Voorlezen;;;Henrianne;;
ik lees maar 5 bladzijden voor, dan is het ook echt klaar.;voorlezen;;;Henrianne;;
Ik lees maar één verhaaltje voor, want we hebben niet zo veel tijd;voorlezen;;;Henrianne;;
Je mag twee boekjes kiezen.;voorlezen;;;Diego;;
kies maar een boekje uit.;voorlezen;;;Diego;;
Kijk, wat doet Dikkie Dik?;voorlezen;;;Diego;;
Kom op, want anders hebben we geen tijd meer voor een boekje.;voorlezen;;;Diego;;
waar is de bus?;voorlezen;;;Tobias;;
wat doet de auto?;voorlezen;;;Tobias;;
Wat een gekke Dikkie Dik!;voorlezen;;;Tobias;;
Wat is dit?;voorlezen;;;Tobias;;
Welk verhaaltje wil je?;voorlezen;;;Manouk;;
Zullen we dit of dat boekje lezen?;voorlezen;;;Manouk;;
Zullen we nog een verhaaltje lezen?;voorlezen;;;Manouk;;
Alleen in dit gedeelte blijven.;voorlezen;;;Manouk;;
Alleen voor het huis spelen.;waarschuwing;;;Henrianne;;
Als je het nog een keer doet, is het klaar.;waarschuwing;;;Henrianne;;
Bij mama blijven, anders kan mama je niet zien.;waarschuwing;;;Henrianne;;
Blijf bij mij.;waarschuwing;;;Henrianne;;
Dat is niet handig, hè?;Waarschuwing;;;Henrianne;;
Dit is de laatste keer.;waarschuwing;;;Henrianne;;
Geef even antwoord.;waarschuwing;;;Henrianne;;
Geen zand in het haar gooien van Marie.;Waarschuwing;;;Henrianne;;
goed kijken, links en rechts.;waarschuwing;;;Henrianne;;
heb je me begrepen?;waarschuwing;;;Henrianne;;
Het is glad, de vloer is nat.;waarschuwing;;;Henrianne;;
Hou je goed vast.;waarschuwing;;;Henrianne;;
Hou op;waarschuwing;;;Henrianne;;
Hou op!;Waarschuwing;;;Henrianne;;
Ik heb het al een paar keer gezegd.;Waarschuwing;;;Henrianne;;
Ik heb je gewaarschuwd.;waarschuwing;;;Henrianne;;
Ik heb jou niet vast, dus jij moet mij vasthouden.;waarschuwing;;;Henrianne;;
ik wacht op je.;Waarschuwing;;;Henrianne;;
Ik wil dat je nu gewoon even luistert.;waarschuwing;;;Henrianne;;
Ik wil dat je nu ophoudt met klooien.;Waarschuwing;;;Henrianne;;
ik wil het niet nog een keer hoeven vragen. ;Waarschuwing;;;Diego;;
In dit huis bijten en duwen wij elkaar niet.;Waarschuwing;;;Diego;;
In dit huis slaan wij elkaar niet.;waarschuwing;;;Diego;;
Je bent een stout kindje nu.;waarschuwing;;;Diego;;
Je gaat dadelijk gewoon op de gang.;waarschuwing;;;Diego;;
Je mag niet rennen.;waarschuwing;;;Diego;;
Je moet je goed aan mij vasthouden.;waarschuwing;;;Diego;;
Je moet rekening houden met andere kindjes.;Waarschuwing;;;Diego;;
Je weet dat dit niet de bedoeling is.;Waarschuwing;;;Diego;;
Je weet dat dit niet oké is;Waarschuwing;;;Diego;;
Je weet de weg hier niet, dus goed bij mama blijven.;Waarschuwing;;;Diego;;
Je weet toch dat dit niet mag?;waarschuwing;;;Diego;;
jij weet heel goed hoe het hoort.;Waarschuwing;;;Diego;;
Kan je even antwoorden dan weet ik dat je me gezien hebt.;Waarschuwing;;;Diego;;
Kijk uit, dit is heet ;Waarschuwing;;;Diego;;
Kijk uit, stoppen.;waarschuwing;;;Diego;;
Komt er iets aan?;waarschuwing;;;Diego;;
Kun je even antwoorden als ik iets vraag?;waarschuwing;;;Diego;;
Laat los;Waarschuwing;;;Diego;;
Laatste kans;Waarschuwing;;;Diego;;
let op anderen;waarschuwing;;;Tobias;;
Let op elkaar;waarschuwing;;;Tobias;;
Let op!;waarschuwing;;;Tobias;;
Mama is nu echt heel boos.;waarschuwing;;;Tobias;;
Mama verliest nu haar geduld.;waarschuwing;;;Tobias;;
Mama vindt het niet fijn dat je nu niet luistert.;waarschuwing;;;Tobias;;
Met de stokken gaan we niet spelen.;waarschuwing;;;Tobias;;
niet bijten.;waarschuwing;;;Tobias;;
Niet doen!;Waarschuwing;;;Tobias;;
niet duwen;Waarschuwing;;;Tobias;;
Niet gillen.;Waarschuwing;;;Tobias;;
Niet met de stok slaan.;Waarschuwing;;;Tobias;;
niet met vreemden meegaan;waarschuwing;;;Tobias;;
Niet op het aanrecht zitten.;waarschuwing;;;Tobias;;
Niet rennen, niet rennen!;Waarschuwing;;;Tobias;;
Niet rondrennen.;Waarschuwing;;;Tobias;;
Niet spelen.;Waarschuwing;;;Tobias;;
niet trekken ;Waarschuwing;;;Tobias;;
Niet zo zeuren.;Waarschuwing;;;Tobias;;
Nu is het echt klaar, stoppen nu.;Waarschuwing;;;Tobias;;
Nu is het klaar.;waarschuwing;;;Manouk;;
Nu normaal eten;Waarschuwing;;;Manouk;;
op de stoep blijven;waarschuwing;;;Manouk;;
Ophouden, nu!;waarschuwing;;;Manouk;;
Pas op.;Waarschuwing;;;Manouk;;
stoppen voor het oversteken.;waarschuwing;;;Manouk;;
stoppen!;waarschuwing;;;Manouk;;
Voorzichtig doen!;waarschuwing;;;Manouk;;
Voorzichtig op de trap.;waarschuwing;;;Manouk;;
Waarom doe je dit?;waarschuwing;;;Manouk;;
Wacht op mij.;waarschuwing;;;Manouk;;
Wachten bij het oversteken, ;waarschuwing;;;Manouk;;
wachten!;waarschuwing;;;Manouk;;
wat doe jij nou?;waarschuwing;;;Manouk;;
Wat vind je daar nou zelf van?;waarschuwing;;;Manouk;;
Werk eens mee;waarschuwing;;;Manouk;;
Wil je even niet zo'n herrie maken?;Waarschuwing;;;Manouk;;
Zachtjes lopen, voorzichtig.;waarschuwing;;;Manouk;;
Ben je al lang wakker?;waarschuwing;;;Manouk;;
Ben je wakker?;Wakker worden/opstaan;;;Henrianne;;
Goede morgen, wakker worden!;Wakker worden/opstaan;;;Henrianne;;
Goedemorgen, heb je lekker geslapen?;Wakker worden/opstaan;;;Henrianne;;
Heb je fijne dromen gehad?;Wakker worden/opstaan;;;Diego;;
Heb je gedroomd?;Wakker worden/opstaan;;;Diego;;
Heb je lekker geslapen?;Wakker worden/opstaan;;;Diego;;
hey ben je weer wakker?;Wakker worden/opstaan;;;Tobias;;
wat heb je gedroomd?;Wakker worden/opstaan;;;Tobias;;
We doen de gordijnen open.;Wakker worden/opstaan;;;Tobias;;
Zo, wat heb je een wild kapsel!;wakker worden/opstaan;;;Manouk;;
Zullen we straks naar beneden of wil je nog even boven op bed bij papa en mama?;Wakker worden/opstaan;;;Manouk;;
Al klaar!;wakker worden/opstaan;;;Manouk;;
Ben je helemaal schoon?;Wassen & hygiëne;;;Henrianne;;
Daar is de handdoek ;Wassen & hygiëne;;;Henrianne;;
Daar moet even wat crème op.;Wassen & hygiëne;;;Henrianne;;
Dat is vies.;Wassen & hygiëne;;;Henrianne;;
Dit plekje op je huid is een beetje gek. Heb je last van dit plekje?;Wassen & hygiëne;;;Henrianne;;
Doe de kraan maar aan.;Wassen & hygiëne;;;Henrianne;;
Doe je hoofd maar achterover.;Wassen & hygiëne;;;Henrianne;;
Doe je lekker warm water erbij?;Wassen & hygiëne;;;Henrianne;;
Draai maar even naar mama.;Wassen & hygiëne;;;Henrianne;;
Droog je je haar even goed af?;Wassen & hygiëne;;;Henrianne;;
Een beetje spetteren mag wel.;Wassen & hygiëne;;;Henrianne;;
Eerst je handen wassen.;Wassen & hygiëne;;;Henrianne;;
Er zit prut in je oren. Dat heet oorsmeer.;Wassen & hygiëne;;;Henrianne;;
Even de haartjes drogen.;Wassen & hygiëne;;;Henrianne;;
Even haartjes wassen.;Wassen & hygiëne;;;Henrianne;;
Even het water voelen. (temperatuur controleren);Wassen & hygiëne;;;Henrianne;;
Even je armpjes omhoog.;Wassen & hygiëne;;;Henrianne;;
even je hoofdje schoonmaken.;Wassen & hygiëne;;;Henrianne;;
Even je oren drogen.;Wassen & hygiëne;;;Henrianne;;
Even je oren schoonmaken.;Wassen & hygiëne;;;Henrianne;;
Even je vieze neus afvegen.;Wassen & hygiëne;;;Henrianne;;
Even je voeten wassen.;Wassen & hygiëne;;;Henrianne;;
Even lekker je okseltjes wassen.;Wassen & hygiëne;;;Henrianne;;
Even lekker je rug wassen.;Wassen & hygiëne;;;Henrianne;;
ga maar op de stoel staan.;Wassen & hygiëne;;;Henrianne;;
Gaan we douchen?;Wassen & hygiëne;;;Henrianne;;
Gauw afdrogen;Wassen & hygiëne;;;Henrianne;;
Geef je handje maar aan mama.;Wassen & hygiëne;;;Henrianne;;
Getverdemme, wat een vieze oren heb jij.;Wassen & hygiëne;;;Henrianne;;
goed wrijven.;Wassen & hygiëne;;;Henrianne;;
Gooi je de handdoek niet op de grond?;Wassen & hygiëne;;;Henrianne;;
handen omhoog, niks aanraken en handen wassen.;Wassen & hygiëne;;;Henrianne;;
handen wassen en aan het tafel;Wassen & hygiëne;;;Diego;;
heb je al je handen gewassen?;Wassen & hygiëne;;;Diego;;
Heb je alles gewassen?;Wassen & hygiëne;;;Diego;;
heb je droge plekjes op je huid?;Wassen & hygiëne;;;Diego;;
Heb je je billen gewassen?;Wassen & hygiëne;;;Diego;;
Heb je je haar goed afgedroogd?;Wassen & hygiëne;;;Diego;;
Heb je je handen met zeep gewassen?;Wassen & hygiëne;;;Diego;;
Heb je je overal droog gemaakt?;Wassen & hygiëne;;;Diego;;
Heb je je piemel gewassen?;Wassen & hygiëne;;;Diego;;
Heb je je vulva gewassen?;Wassen & hygiëne;;;Diego;;
Het is altijd fijn om schoon je bed in te gaan, anders wordt je bed vies.;Wassen & hygiëne;;;Diego;;
